,Title,Location,Price,description,Links
1060,SHARE FOREST HILL 2 BED APARTMENT NEAR U of T and SUBWAY,City of Toronto,$750.00,"Share a Two Bedroom Brand New Spacious Apartment in Forest Hill Home. New Wood Floors throughout, Granite Kitchen Countertop and Island, New Ikea Kitchen Cabinets with New Stainless Steel Appliances. ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/share-forest-hill-2-bed-apartment-near-u-of-t-and-subway/1533061554
1061,Furnished main floor Room for Female Tenant [Finch Station],City of Toronto,$640.00,"Looking for a quiet and cordial female tenant that can abide by a set of non-intrusive house rules. Move-in date: December 2nd, 2020 Located 10 minutes walking distance from Finch Station. Main (1st) ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/furnished-main-floor-room-for-female-tenant-finch-station/1533058559
1062,One room in a 3 bed TownHouse Available,City of Toronto,$700.00,"1 room available in a beautiful 3 bedroom house in Birchmount and Ellesmere, Scarborough. The house is in good neighborhood, close to amenities, fenced backyard etc. Price is $700 only. If you are ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/one-room-in-a-3-bed-townhouse-available/1533057777
1063,Large Furnished Basement Room for Female Tenant [Finch Station],City of Toronto,$780.00,"Looking for a quiet and cordial female tenant that can abide by a set of non-intrusive house rules. Move-in date: December 1st, 2020 Located 10 minutes walking distance from Finch Station. Basement ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/large-furnished-basement-room-for-female-tenant-finch-station/1533057543
1064,Room available for rent (Nov'20 - Jan'21),City of Toronto,$450.00,"1 bedroom is available to occupy from Nov-01st in a spacious 3bed 1bath house on bellamy road north, Scarborough. cost-450$ (inclusive of utilities, internet & hydro)",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-available-for-rent-nov20-jan21/1533057509
1065,Bedroom Sublet (Leslieville) - available Dec 1st.,City of Toronto,"$1,150.00","* if this listing is still there, it is available. Please message with a description of yourself, what you are looking for and your availability to visit (virtual visits possible) * Room for to ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/bedroom-sublet-leslieville-available-dec-1st/1533057414
1066,Basement Room for Rent close to Seneca Newnham Campus,City of Toronto,$580.00,Good room is located in the basement and is available from December 1s. It has a separate entrance into the house. The kitchen is shared with 4 people and the washroom with 2 of them. Walking ...,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/basement-room-for-rent-close-to-seneca-newnham-campus/1533053701
1067,Basement for rent,City of Toronto,"$1,250.00",Basement is available for rent immediately it has one bedroom+den+livingroom and big kit hen neat and clean washroom.close to centenial college and all amanities.close to halal groceries and ttc is ...,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/basement-for-rent/1533053654
1068,Den in a Downtown Condo,City of Toronto,$800.00,I am looking for a quiet clean non-smoker to take the den for $800. You share with two others this condo of two bedrooms plus den in downtown Toronto. Your share of utilities including the Internet ...,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/den-in-a-downtown-condo/1533053631
1069,Room for Rent in New Condo Downtown! All Utilities Included!,City of Toronto,"$1,395.00",Serious Inquiries by Phone Only - Text or Call - (647) 272-4863 Looking for a Single person. Couples need not inquire! No Pets! Room for rent in 2 Bedroom/2 Bathroom Condo on 31st Floor. Beautiful ...,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent-in-new-condo-downtown-all-utilities-included/1533053510
1070,2 rooms available for rent in Markham Dennison/Middlefield,City of Toronto,$700.00,Major intersection - Middlefield and Denison There is a dog in the house you must be a pet friendly person. *Rent* : *CAD $700 smaller room/ 750 larger room for one person or $1400* for both rooms ...,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/2-rooms-available-for-rent-in-markham-dennison-middlefield/1533053463
1071,Master Bedroom in a Downtown Condo,City of Toronto,"$1,200.00","I am looking for a quiet, clean non-smoker to take the master bedroom with its own bathroom for $1200. You share with two others this condo of two bedrooms plus den in downtown Toronto. Your share of ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/master-bedroom-in-a-downtown-condo/1533052243
1072,Big Room for Rent - Leslieville - December,City of Toronto,"$1,050.00",**GIRLS ONLY** Big and beautiful room for rent in a 2 floors house in Leslieville! 1050$/month + utilities and internet (around 85$/month) In unit laundry 2 bathrooms Big living room Located on Queen ...,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/big-room-for-rent-leslieville-december/1533051350
1073,2 Bedrooms in St. Clair W house $1600 All inclusive,City of Toronto,"$1,600.00","Available Nov or Dec 2020. Spacious, bright house in lovely Corso Italia, St. Clair W neighborhood. Easy access to Transit, minutes walk to shops, mall, restaurants 2 private bedrooms available in a ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/2-bedrooms-in-st-clair-w-house-1600-all-inclusive/1533049961
1074,"Room, Finch/Victoria P,Seneca College,parking",City of Toronto,$600.00,"Room, Finch/Victoria P,Seneca College,(male)Include Internet,Laundry,and utilities.Looking for clean, quiet and responsible people.call me please 4165878338",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-finch-victoria-p-seneca-college-parking/1533048741
1075,"(Men only) close to Finch Subway ,,2 new clean Rooms",City of Toronto,$680.00,"Finch subway 5 min. on foot. newly set up 2 clean rooms, ......1 is Huge size, another Mid. size Fully furnished...furniture, bedding, kitchenware etc. ..........Super speed Internet Huge room $730, ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/men-only-close-to-finch-subway-2-new-clean-rooms/1533048721
1076,⭐️⭐️⭐️ URGENT NOV 7 / DEC Keele Sheppard FURNISHED PRIVATE,City of Toronto,$690.00,"⭐️⭐️⭐️⭐️⭐️ *** URGENT NOV 7 / DEC Keele Sheppard FURNISHED PRIVATE Room Rental Room For Rent M3J1S8 North York Keele, North of Sheppard Available for long term or short term from November 7 or ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/urgent-nov-7-dec-keele-sheppard-furnished-private/1533048480
1077,Furnished renovated room near York U  and subway - right away,City of Toronto,$800.00,right away - Furnished room with single day bed in 3 bdrm completely renovated condo apartment at Jane & Steeles. Ideally located in 15 mins walk to York University and subway station. The bathroom ...,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/furnished-renovated-room-near-york-u-and-subway-right-away/1522414738
1078,"Bright Room in Condo, ALL INCLUDED, Now Available!",City of Toronto,$825.00,"Corner Condo overlooking the Park! This is a very Spacious unit featuring an updated and clean kitchen with lots of storage + eat-in kitchen area, huge balcony with great views of Park, large windows ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/bright-room-in-condo-all-included-now-available/1533048318
1079,Finch and Victoria Park,City of Toronto,$850.00,"A room with a private washroom is available at second floor in a new renovation house on 1st November 2020. The room is large,bright and clean.. Close to Seneca College. Convenient transportation, a ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/finch-and-victoria-park/1533048293
1080,York University Village Rooms(FEMALE ONLY DUE to shared areas),City of Toronto,$650.00,"AVAILABLE from November 1st, 2020, a 12-month lease is preferred. Gorgeous house to Live, SAFELY and CONVENIENTLY. 1. SECURITY CAMERAS installed at front and back doors for your safety. 2. DIGITAL ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/york-university-village-rooms-female-only-due-to-shared-areas/1524679474
1081,"ROOM FOR RENT Nov or Dec 1st! (Corktown, TO)",City of Toronto,"$875.00$1,145.00",Hello future roomie! We are looking for a third to join us November 1st!! Price drop simply cause it's hard to find someone right now!! COULD OUR NEW ROOMIE BE YOU?! You'd be joining two females in ...,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent-nov-or-dec-1st-corktown-to/1511631004
1082,"DOWNTOWN, AVAIL NOW or DEC, FURN ROOM OWN BATH, WIFI",City of Toronto,$600.00,"Available now , Nov 1. or Dec 1 Located near Jarvis St. and Dundas St. East. 10 min walk to downtown Dundas Square (Eaton Centre) . 15 minutes by transit to Union Station or Bloor Station Private ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/downtown-avail-now-or-dec-furn-room-own-bath-wifi/1532643326
1083,Bright and Newly Renovated Rental Rooms Furnished(top floor)$549,City of Toronto,$599.00,Bright and newly Renovated Rental Rooms (Ideal for single Female or Female Students) Spacious Rooms in a Newly Renovated Place. Available for November 1 For a Faster response and to get a call back ...,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/bright-and-newly-renovated-rental-rooms-furnished-top-floor-549/1514043642
1084,Dufferin Eglinton Share House,City of Toronto,"$1,000.00","3 BDRM backing on forest, deck. 2 rooms available. Child & Pet friendly. Giant kitchen. 1/2 block to dufferin bus. 3 blocks from incoming LRT Dufferin Station. Walk to No Frills, Gym, Parks... 1 ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/dufferin-eglinton-share-house/1531141331
1085,Beautiful 1 bedroom  apartment near utsc centennial ttc hospital,City of Toronto,$800.00,"Hi everyone. I have a shared 1 bedroom available for rent. All inclusive and fully furnished!! It has everything you need for your comfort. apartment is very close to UTSC, Centennial college, ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/beautiful-1-bedroom-apartment-near-utsc-centennial-ttc-hospital/1533048199
1086,"Basement room, Warden/Sheppard,parking",City of Toronto,$500.00,"Basement room, Warden/Sheppard,Seneca College,(male)Include Internet,Laundry,and utilities.Looking for clean, quiet and responsible people.call me please 4165878338",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/basement-room-warden-sheppard-parking/1533048149
1087,Roommate for gorgeous luxury condo female preferred,City of Toronto,"$1,150.00","Private bedroom and bathroom available in my 2 bedroom 2 bathroom condo. One person only professional/student. Direct access to the subway, concierge security shopping pool gym restaurants etc. Quiet ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/roommate-for-gorgeous-luxury-condo-female-preferred/1533047585
1088,Room available for a girl! Downtown Toronto,City of Toronto,$900.00,"Independent small room, close to CN tower. Right in the core of downtown, 10 mins walk to union Station. Rent includes everything, internet and utilities Washroom will be shared with another girl. ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-available-for-a-girl-downtown-toronto/1533047045
1089,FOR TEMP RENT ONLY FOR MATURE GIRL STUDENT.,City of Toronto,$350.00,"Two short term semi funished clean rooms near seneca newham campus only for decent mature well mannered two girls. Free Wifi, furnished living room, TV, kitchen with pots, and 1 wahroom are on ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/for-temp-rent-only-for-mature-girl-student/1533046748
1090,basement for rent Toronto,City of Toronto,PleaseContact,Martin Grove & Westway 1 Bedroom Near all main highways Near schools Plaza walking distance bus 2 minutes away laundry included 1 parking included Available Dec. 1 Please contact Shailesh @ 416 - 248 ...,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/basement-for-rent-toronto/1533046557
1091,Room for rent in North York,City of Toronto,$600.00,"One room available for rent in North York, near York University, $600 per month Room is on the main floor with 3 big windows Shared washroom with 3 other people Shared kitchen Furnished. Laundry and ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent-in-north-york/1533045437
1092,1 BHK Condo for Sharing in Downtown Toronto - TTC at doorstep,City of Toronto,$850.00,I will be moving into a 1 BHK Condo starting Dec 1 in downtown Toronto. This place is steps away from CN tower and Library. Walking distance to Loblaws / Cafe / other essential stores. Looking for ...,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/1-bhk-condo-for-sharing-in-downtown-toronto-ttc-at-doorstep/1531047920
1093,Furnished Room for Rent - 8 Telegram Mews - December 1 Move In,City of Toronto,"$1,400.00","Hi There, Before reading the detailed ad below, please ensure you respond with a brief description of yourself (likes, interests, hobbies, morning and evening routine), what you’ll be doing in ...",https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/furnished-room-for-rent-8-telegram-mews-december-1-move-in/1532964836
